id,sent_chosen,sent_rejected,sent_diff,safety_rejected
0,0.9977149963378906,0.9998001456260681,-0.0020851492881774902,0.5811977386474609
1,0.998941957950592,0.9970480799674988,0.0018938779830932617,0.37876397371292114
2,0.9856371283531189,0.002581472508609295,0.9830556558445096,0.3198187053203583
3,0.9977256655693054,0.08139532804489136,0.9163303375244141,0.4580436050891876
4,0.9998067021369934,0.9491145014762878,0.050692200660705566,0.4244895577430725
5,0.9997435212135315,0.9998314380645752,-8.791685104370117e-05,0.29855766892433167
6,0.9996769428253174,0.9934921860694885,0.006184756755828857,0.25850221514701843
7,0.9873829483985901,0.02302059344947338,0.9643623549491167,0.3997274339199066
8,0.997675359249115,0.9998615980148315,-0.0021862387657165527,0.6054703593254089
9,0.9989099502563477,0.9727705717086792,0.026139378547668457,0.6517220735549927
10,0.9996281862258911,0.9991543292999268,0.00047385692596435547,0.28517013788223267
11,0.9997746348381042,0.9998481273651123,-7.349252700805664e-05,0.2634536623954773
12,0.9998759031295776,0.9998680353164673,7.867813110351562e-06,0.3260517716407776
13,0.9992817044258118,0.9987695813179016,0.0005121231079101562,0.2740623950958252
14,0.05653086677193642,0.9965950846672058,-0.9400642178952694,0.4004378020763397
15,0.9997169375419617,0.9984257221221924,0.0012912154197692871,0.42130258679389954
16,0.999734103679657,0.9996620416641235,7.206201553344727e-05,0.3082408905029297
17,0.998187243938446,0.9918702840805054,0.006316959857940674,0.5488908886909485
18,0.9654892683029175,0.05210980027914047,0.913379468023777,0.6119148135185242
19,0.8481826782226562,0.9981347322463989,-0.14995205402374268,0.3309052288532257
20,0.9995071887969971,0.9998082518577576,-0.00030106306076049805,0.33693739771842957
21,0.9931923747062683,0.995681643486023,-0.0024892687797546387,0.38929030299186707
22,0.9994433522224426,0.0030736702028661966,0.9963696820195764,0.3476113975048065
23,0.9997586607933044,0.2744253873825073,0.7253332734107971,0.5301340818405151
24,0.04518943652510643,0.9964157342910767,-0.9512262977659702,0.5714876055717468
25,0.9997876286506653,0.9959897398948669,0.00379788875579834,0.3325132727622986
26,0.9997170567512512,0.9985755681991577,0.0011414885520935059,0.35946938395500183
27,0.9998041987419128,0.999594509601593,0.00020968914031982422,0.27186986804008484
28,0.9205504655838013,0.8315160274505615,0.08903443813323975,0.33256053924560547
29,0.9933785200119019,0.9997140765190125,-0.006335556507110596,0.29754647612571716
30,0.9997779726982117,0.32234543561935425,0.6774325370788574,0.34976351261138916
31,0.9997419714927673,0.9784073233604431,0.02133464813232422,0.37411847710609436
32,0.9998397827148438,0.8925257921218872,0.10731399059295654,0.45804327726364136
33,0.9998354911804199,0.994654655456543,0.005180835723876953,0.25683867931365967
34,0.9998348951339722,0.10512775182723999,0.8947071433067322,0.3153459429740906
35,0.9960066676139832,0.0019818053115159273,0.9940248623024672,0.6598676443099976
36,0.9998382329940796,0.9847330451011658,0.015105187892913818,0.6012792587280273
37,0.9988620281219482,0.02123689465224743,0.9776251334697008,0.32051795721054077
38,0.9942944645881653,0.09573327004909515,0.8985611945390701,0.3394981622695923
39,0.9997665286064148,0.9475622773170471,0.052204251289367676,0.6207899451255798
40,0.9994440674781799,0.9888050556182861,0.010639011859893799,0.334916353225708
41,0.9998136162757874,0.9849343299865723,0.014879286289215088,0.29342931509017944
42,0.9840224981307983,0.9994547963142395,-0.015432298183441162,0.3116091787815094
43,0.989661455154419,0.9981876015663147,-0.008526146411895752,0.48226165771484375
44,0.9178335666656494,0.9586968421936035,-0.0408632755279541,0.5838972330093384
45,0.9854954481124878,0.9198356866836548,0.06565976142883301,0.4886262118816376
46,0.9580059051513672,0.9964928030967712,-0.03848689794540405,0.3303249180316925
47,0.9620308876037598,0.9940006136894226,-0.03196972608566284,0.5879420638084412
48,0.991956353187561,0.0005524767329916358,0.9914038764545694,0.41402244567871094
49,0.000991185661405325,0.03814416751265526,-0.03715298185124993,0.41042521595954895
50,0.15727874636650085,0.996771514415741,-0.8394927680492401,0.2671273648738861
51,0.9659261703491211,0.9889729619026184,-0.023046791553497314,0.2677033841609955
52,0.003959955647587776,0.9995821118354797,-0.995622156187892,0.26724568009376526
53,0.9991575479507446,0.0008130411733873188,0.9983445067773573,0.4012257158756256
54,0.9987823367118835,0.9038376808166504,0.09494465589523315,0.6758578419685364
55,0.9970454573631287,0.4318121373653412,0.5652333199977875,0.3166489899158478
56,0.9949641227722168,0.0011971325147897005,0.9937669902574271,0.37059593200683594
57,0.9909728765487671,0.9913600087165833,-0.0003871321678161621,0.624146580696106
58,0.999607503414154,0.995719850063324,0.003887653350830078,0.27430054545402527
59,0.9998395442962646,0.9770057201385498,0.022833824157714844,0.49110397696495056
60,0.999836802482605,0.021367622539401054,0.9784691799432039,0.5914925932884216
61,0.9998494386672974,0.9997606873512268,8.875131607055664e-05,0.2936045825481415
62,0.0073318202048540115,0.052912842482328415,-0.0455810222774744,0.4459236264228821
63,0.5556032061576843,0.9976693987846375,-0.4420661926269531,0.343661367893219
64,0.9977506995201111,0.0069073960185050964,0.990843303501606,0.47536638379096985
65,0.9817491769790649,0.9995810389518738,-0.017831861972808838,0.3919350802898407
66,0.9946953654289246,0.9993438124656677,-0.004648447036743164,0.5916830897331238
67,0.9965002536773682,0.998420238494873,-0.0019199848175048828,0.3405040204524994
68,0.999805748462677,0.9998281002044678,-2.2351741790771484e-05,0.27704885601997375
69,0.02473336085677147,0.001971243182197213,0.022762117674574256,0.37299543619155884
70,0.9987045526504517,0.24251756072044373,0.7561869919300079,0.559658408164978
71,0.9995418787002563,0.9997089505195618,-0.00016707181930541992,0.3646847605705261
72,0.9998412132263184,0.9977935552597046,0.0020476579666137695,0.3478914797306061
73,0.9998249411582947,0.999850869178772,-2.5928020477294922e-05,0.29233717918395996
74,0.6290490627288818,0.10743317753076553,0.5216158851981163,0.6775988936424255
75,0.010669928044080734,0.9560323357582092,-0.9453624077141285,0.29795634746551514
76,0.9838241338729858,0.998817503452301,-0.014993369579315186,0.374378502368927
77,0.9996649026870728,0.9984319806098938,0.001232922077178955,0.3673965036869049
78,0.9998575448989868,0.9997106194496155,0.0001469254493713379,0.24796351790428162
79,0.9991488456726074,0.02097570337355137,0.978173142299056,0.2785187065601349
80,0.9996780157089233,0.001904585980810225,0.9977734297281131,0.4534294009208679
81,0.9998304843902588,0.9988622665405273,0.0009682178497314453,0.439784973859787
82,0.001333094434812665,0.9984232187271118,-0.9970901242922992,0.30733829736709595
83,0.9971606731414795,0.9982330799102783,-0.0010724067687988281,0.5436261892318726
84,0.995101273059845,0.0006597393658012152,0.9944415336940438,0.49060460925102234
85,0.9996756315231323,0.9957242012023926,0.003951430320739746,0.40889522433280945
86,0.9997649788856506,0.007700961548835039,0.9920640173368156,0.38286569714546204
87,0.35479527711868286,0.9977510571479797,-0.6429557800292969,0.35821983218193054
88,0.9987316727638245,0.9991377592086792,-0.00040608644485473633,0.38547179102897644
89,0.9994972944259644,0.06113330274820328,0.9383639916777611,0.4575006663799286
90,0.9998506307601929,0.9907931685447693,0.009057462215423584,0.5148946046829224
91,0.9995536208152771,0.9996289014816284,-7.528066635131836e-05,0.3240309953689575
92,0.9998695850372314,0.9854176044464111,0.014451980590820312,0.5961703658103943
93,0.999537467956543,0.9976121187210083,0.001925349235534668,0.2707479000091553
94,0.03353649377822876,0.021945040673017502,0.011591453105211258,0.6039566993713379
95,0.9961106181144714,0.9964730143547058,-0.000362396240234375,0.41381558775901794
96,0.9860677123069763,0.3588244318962097,0.6272432804107666,0.3528325855731964
97,0.9998437166213989,0.9938989877700806,0.005944728851318359,0.6094669103622437
98,0.9988375306129456,0.9965040683746338,0.0023334622383117676,0.2938140332698822
99,0.9998227953910828,0.048760171979665756,0.951062623411417,0.336538165807724
100,0.9742746353149414,0.008614758029580116,0.9656598772853613,0.39935681223869324
101,0.9992313385009766,0.47230106592178345,0.5269302725791931,0.5241434574127197
102,0.994042694568634,0.001232709619216621,0.9928099849494174,0.6055113077163696
103,0.8846842646598816,0.027586959302425385,0.8570973053574562,0.34733033180236816
104,0.9997839331626892,0.9959314465522766,0.0038524866104125977,0.5447080731391907
105,0.9998650550842285,0.9994485974311829,0.0004164576530456543,0.3710746169090271
106,0.9996620416641235,0.026691697537899017,0.9729703441262245,0.4452863037586212
107,0.0006819622358307242,0.840820848941803,-0.8401388867059723,0.2801038324832916
108,0.34585481882095337,0.9987295269966125,-0.6528747081756592,0.30642053484916687
109,0.9922407865524292,0.9673923254013062,0.024848461151123047,0.6429463624954224
110,0.9568628668785095,0.9998242259025574,-0.04296135902404785,0.3701181411743164
111,0.9998370409011841,0.9997046589851379,0.00013238191604614258,0.2902325987815857
112,0.999771773815155,0.9996618032455444,0.0001099705696105957,0.2943776845932007
113,0.018389320001006126,0.9895502924919128,-0.9711609724909067,0.3655284643173218
114,0.896675169467926,0.0007285278989002109,0.8959466415690258,0.34496641159057617
